KOD WOJ.,WOJEWÓDZTWO,IMIĘ PIERWSZE,PŁEĆ,LICZBA WYSTĄPIEŃ
2,DOLNOŚLĄSKIE,ZUZANNA,KOBIETA,419
2,DOLNOŚLĄSKIE,HANNA,KOBIETA,408
2,DOLNOŚLĄSKIE,ZOFIA,KOBIETA,405
2,DOLNOŚLĄSKIE,MAJA,KOBIETA,343
2,DOLNOŚLĄSKIE,JULIA,KOBIETA,341
2,DOLNOŚLĄSKIE,OLIWIA,KOBIETA,317
2,DOLNOŚLĄSKIE,POLA,KOBIETA,297
2,DOLNOŚLĄSKIE,LAURA,KOBIETA,295
2,DOLNOŚLĄSKIE,MARIA,KOBIETA,284
2,DOLNOŚLĄSKIE,ALICJA,KOBIETA,268
2,DOLNOŚLĄSKIE,LENA,KOBIETA,236
2,DOLNOŚLĄSKIE,ANTONINA,KOBIETA,233
2,DOLNOŚLĄSKIE,MICHALINA,KOBIETA,216
2,DOLNOŚLĄSKIE,AMELIA,KOBIETA,215
2,DOLNOŚLĄSKIE,WIKTORIA,KOBIETA,213
2,DOLNOŚLĄSKIE,EMILIA,KOBIETA,212
2,DOLNOŚLĄSKIE,LILIANA,KOBIETA,200
2,DOLNOŚLĄSKIE,IGA,KOBIETA,187
2,DOLNOŚLĄSKIE,ALEKSANDRA,KOBIETA,178
2,DOLNOŚLĄSKIE,KLARA,KOBIETA,171
2,DOLNOŚLĄSKIE,MARCELINA,KOBIETA,170
2,DOLNOŚLĄSKIE,HELENA,KOBIETA,151
2,DOLNOŚLĄSKIE,ANNA,KOBIETA,147
2,DOLNOŚLĄSKIE,GABRIELA,KOBIETA,143
2,DOLNOŚLĄSKIE,NELA,KOBIETA,140
2,DOLNOŚLĄSKIE,MILENA,KOBIETA,139
2,DOLNOŚLĄSKIE,NADIA,KOBIETA,124
2,DOLNOŚLĄSKIE,MIA,KOBIETA,124
2,DOLNOŚLĄSKIE,JAGODA,KOBIETA,123
2,DOLNOŚLĄSKIE,KAJA,KOBIETA,123
2,DOLNOŚLĄSKIE,ŁUCJA,KOBIETA,116
2,DOLNOŚLĄSKIE,NATALIA,KOBIETA,116
2,DOLNOŚLĄSKIE,KORNELIA,KOBIETA,109
2,DOLNOŚLĄSKIE,LILIANNA,KOBIETA,108
2,DOLNOŚLĄSKIE,MATYLDA,KOBIETA,95
2,DOLNOŚLĄSKIE,ANASTAZJA,KOBIETA,91
2,DOLNOŚLĄSKIE,BLANKA,KOBIETA,91
2,DOLNOŚLĄSKIE,SARA,KOBIETA,83
2,DOLNOŚLĄSKIE,RÓŻA,KOBIETA,78
2,DOLNOŚLĄSKIE,NINA,KOBIETA,75
2,DOLNOŚLĄSKIE,KAROLINA,KOBIETA,74
2,DOLNOŚLĄSKIE,ANIELA,KOBIETA,74
2,DOLNOŚLĄSKIE,WERONIKA,KOBIETA,71
2,DOLNOŚLĄSKIE,MARTYNA,KOBIETA,69
2,DOLNOŚLĄSKIE,LIWIA,KOBIETA,67
2,DOLNOŚLĄSKIE,BARBARA,KOBIETA,62
2,DOLNOŚLĄSKIE,NIKOLA,KOBIETA,60
2,DOLNOŚLĄSKIE,AURELIA,KOBIETA,60
2,DOLNOŚLĄSKIE,KALINA,KOBIETA,59
2,DOLNOŚLĄSKIE,ROZALIA,KOBIETA,57
2,DOLNOŚLĄSKIE,BIANKA,KOBIETA,54
2,DOLNOŚLĄSKIE,AGATA,KOBIETA,48
2,DOLNOŚLĄSKIE,ADRIANNA,KOBIETA,47
2,DOLNOŚLĄSKIE,GAJA,KOBIETA,47
2,DOLNOŚLĄSKIE,MARIANNA,KOBIETA,46
2,DOLNOŚLĄSKIE,WANDA,KOBIETA,46
2,DOLNOŚLĄSKIE,ELIZA,KOBIETA,45
2,DOLNOŚLĄSKIE,JOANNA,KOBIETA,43
2,DOLNOŚLĄSKIE,MELANIA,KOBIETA,41
2,DOLNOŚLĄSKIE,SOFIA,KOBIETA,39
2,DOLNOŚLĄSKIE,EWA,KOBIETA,39
2,DOLNOŚLĄSKIE,DIANA,KOBIETA,39
2,DOLNOŚLĄSKIE,IZABELA,KOBIETA,39
2,DOLNOŚLĄSKIE,ZOJA,KOBIETA,38
2,DOLNOŚLĄSKIE,IDA,KOBIETA,37
2,DOLNOŚLĄSKIE,KATARZYNA,KOBIETA,37
2,DOLNOŚLĄSKIE,MAGDALENA,KOBIETA,36
2,DOLNOŚLĄSKIE,DOMINIKA,KOBIETA,34
2,DOLNOŚLĄSKIE,OLIVIA,KOBIETA,34
2,DOLNOŚLĄSKIE,LIDIA,KOBIETA,33
2,DOLNOŚLĄSKIE,KINGA,KOBIETA,31
2,DOLNOŚLĄSKIE,EMMA,KOBIETA,31
2,DOLNOŚLĄSKIE,MARTA,KOBIETA,31
2,DOLNOŚLĄSKIE,PAULINA,KOBIETA,29
2,DOLNOŚLĄSKIE,SOFIIA,KOBIETA,29
2,DOLNOŚLĄSKIE,ELENA,KOBIETA,29
2,DOLNOŚLĄSKIE,URSZULA,KOBIETA,28
2,DOLNOŚLĄSKIE,NEL,KOBIETA,28
2,DOLNOŚLĄSKIE,MILANA,KOBIETA,28
2,DOLNOŚLĄSKIE,JAGNA,KOBIETA,26
2,DOLNOŚLĄSKIE,JAŚMINA,KOBIETA,26
2,DOLNOŚLĄSKIE,STEFANIA,KOBIETA,25
2,DOLNOŚLĄSKIE,APOLONIA,KOBIETA,25
2,DOLNOŚLĄSKIE,DARIA,KOBIETA,24
2,DOLNOŚLĄSKIE,MAŁGORZATA,KOBIETA,24
2,DOLNOŚLĄSKIE,LILA,KOBIETA,24
2,DOLNOŚLĄSKIE,DOROTA,KOBIETA,24
2,DOLNOŚLĄSKIE,ALINA,KOBIETA,23
2,DOLNOŚLĄSKIE,MALWINA,KOBIETA,22
2,DOLNOŚLĄSKIE,LEA,KOBIETA,22
2,DOLNOŚLĄSKIE,LUIZA,KOBIETA,21
2,DOLNOŚLĄSKIE,ADELA,KOBIETA,20
2,DOLNOŚLĄSKIE,POLINA,KOBIETA,20
2,DOLNOŚLĄSKIE,LILIA,KOBIETA,20
2,DOLNOŚLĄSKIE,TOLA,KOBIETA,19
2,DOLNOŚLĄSKIE,MILA,KOBIETA,19
2,DOLNOŚLĄSKIE,MAYA,KOBIETA,19
2,DOLNOŚLĄSKIE,ALISA,KOBIETA,18
2,DOLNOŚLĄSKIE,MARIKA,KOBIETA,18
2,DOLNOŚLĄSKIE,MARIIA,KOBIETA,17
2,DOLNOŚLĄSKIE,ADA,KOBIETA,16
2,DOLNOŚLĄSKIE,MONIKA,KOBIETA,16
2,DOLNOŚLĄSKIE,JADWIGA,KOBIETA,16
2,DOLNOŚLĄSKIE,FELICJA,KOBIETA,16
2,DOLNOŚLĄSKIE,KLAUDIA,KOBIETA,15
2,DOLNOŚLĄSKIE,JANINA,KOBIETA,15
2,DOLNOŚLĄSKIE,ZLATA,KOBIETA,15
2,DOLNOŚLĄSKIE,EMILIIA,KOBIETA,14
2,DOLNOŚLĄSKIE,OLGA,KOBIETA,13
2,DOLNOŚLĄSKIE,MIRA,KOBIETA,13
2,DOLNOŚLĄSKIE,LARA,KOBIETA,13
2,DOLNOŚLĄSKIE,PATRYCJA,KOBIETA,13
2,DOLNOŚLĄSKIE,KAMILA,KOBIETA,13
2,DOLNOŚLĄSKIE,FRANCISZKA,KOBIETA,12
2,DOLNOŚLĄSKIE,JANA,KOBIETA,12
2,DOLNOŚLĄSKIE,ELŻBIETA,KOBIETA,12
2,DOLNOŚLĄSKIE,EWELINA,KOBIETA,12
2,DOLNOŚLĄSKIE,LUNA,KOBIETA,12
2,DOLNOŚLĄSKIE,KIRA,KOBIETA,12
2,DOLNOŚLĄSKIE,DAGMARA,KOBIETA,12
2,DOLNOŚLĄSKIE,ADELINA,KOBIETA,12
2,DOLNOŚLĄSKIE,VIKTORIA,KOBIETA,11
2,DOLNOŚLĄSKIE,VERONIKA,KOBIETA,11
2,DOLNOŚLĄSKIE,EVA,KOBIETA,11
2,DOLNOŚLĄSKIE,NOEMI,KOBIETA,11
2,DOLNOŚLĄSKIE,INGA,KOBIETA,11
2,DOLNOŚLĄSKIE,INKA,KOBIETA,11
2,DOLNOŚLĄSKIE,ARIANA,KOBIETA,10
2,DOLNOŚLĄSKIE,KARINA,KOBIETA,10
2,DOLNOŚLĄSKIE,ESTERA,KOBIETA,10
2,DOLNOŚLĄSKIE,MIRIAM,KOBIETA,10
2,DOLNOŚLĄSKIE,NAOMI,KOBIETA,10
2,DOLNOŚLĄSKIE,NICOLE,KOBIETA,9
2,DOLNOŚLĄSKIE,PAULA,KOBIETA,9
2,DOLNOŚLĄSKIE,SOLOMIIA,KOBIETA,9
2,DOLNOŚLĄSKIE,VICTORIA,KOBIETA,9
2,DOLNOŚLĄSKIE,IZABELLA,KOBIETA,9
2,DOLNOŚLĄSKIE,SANDRA,KOBIETA,9
2,DOLNOŚLĄSKIE,NIKOL,KOBIETA,9
2,DOLNOŚLĄSKIE,ARINA,KOBIETA,9
2,DOLNOŚLĄSKIE,AGNIESZKA,KOBIETA,9
2,DOLNOŚLĄSKIE,OLIVIIA,KOBIETA,8
2,DOLNOŚLĄSKIE,ANTONIA,KOBIETA,8
2,DOLNOŚLĄSKIE,VANESSA,KOBIETA,8
2,DOLNOŚLĄSKIE,FLORENTYNA,KOBIETA,8
2,DOLNOŚLĄSKIE,SOPHIA,KOBIETA,8
2,DOLNOŚLĄSKIE,JULIANNA,KOBIETA,8
2,DOLNOŚLĄSKIE,ANGELINA,KOBIETA,8
2,DOLNOŚLĄSKIE,MARLENA,KOBIETA,8
2,DOLNOŚLĄSKIE,ANASTASIIA,KOBIETA,8
2,DOLNOŚLĄSKIE,RITA,KOBIETA,7
2,DOLNOŚLĄSKIE,KRYSTYNA,KOBIETA,7
2,DOLNOŚLĄSKIE,EVELINA,KOBIETA,7
2,DOLNOŚLĄSKIE,SONIA,KOBIETA,7
2,DOLNOŚLĄSKIE,LIVIA,KOBIETA,7
2,DOLNOŚLĄSKIE,IDALIA,KOBIETA,7
2,DOLNOŚLĄSKIE,ANITA,KOBIETA,7
2,DOLNOŚLĄSKIE,JUSTYNA,KOBIETA,7
2,DOLNOŚLĄSKIE,NATASZA,KOBIETA,7
2,DOLNOŚLĄSKIE,CELINA,KOBIETA,7
2,DOLNOŚLĄSKIE,YEVA,KOBIETA,7
2,DOLNOŚLĄSKIE,LETYCJA,KOBIETA,6
2,DOLNOŚLĄSKIE,LILI,KOBIETA,6
2,DOLNOŚLĄSKIE,JOWITA,KOBIETA,6
2,DOLNOŚLĄSKIE,ERIKA,KOBIETA,6
2,DOLNOŚLĄSKIE,JULITA,KOBIETA,6
2,DOLNOŚLĄSKIE,EMILY,KOBIETA,6
2,DOLNOŚLĄSKIE,VIKTORIIA,KOBIETA,6
2,DOLNOŚLĄSKIE,LUCYNA,KOBIETA,6
2,DOLNOŚLĄSKIE,SOPHIE,KOBIETA,6
2,DOLNOŚLĄSKIE,LILY,KOBIETA,6
2,DOLNOŚLĄSKIE,AURORA,KOBIETA,6
2,DOLNOŚLĄSKIE,INEZ,KOBIETA,6
2,DOLNOŚLĄSKIE,SOFIJA,KOBIETA,5
2,DOLNOŚLĄSKIE,VALERIIA,KOBIETA,5
2,DOLNOŚLĄSKIE,ULIANA,KOBIETA,5
2,DOLNOŚLĄSKIE,MYROSLAVA,KOBIETA,5
2,DOLNOŚLĄSKIE,MALINA,KOBIETA,5
2,DOLNOŚLĄSKIE,JUDYTA,KOBIETA,5
2,DOLNOŚLĄSKIE,DANUTA,KOBIETA,5
2,DOLNOŚLĄSKIE,TERESA,KOBIETA,5
2,DOLNOŚLĄSKIE,KONSTANCJA,KOBIETA,5
2,DOLNOŚLĄSKIE,SOLOMIYA,KOBIETA,5
2,DOLNOŚLĄSKIE,MARIETTA,KOBIETA,5
2,DOLNOŚLĄSKIE,ROKSANA,KOBIETA,4
2,DOLNOŚLĄSKIE,CARMEN,KOBIETA,4
2,DOLNOŚLĄSKIE,CECYLIA,KOBIETA,4
2,DOLNOŚLĄSKIE,STELLA,KOBIETA,4
2,DOLNOŚLĄSKIE,BEATA,KOBIETA,4
2,DOLNOŚLĄSKIE,INES,KOBIETA,4
2,DOLNOŚLĄSKIE,SAMANTA,KOBIETA,4
2,DOLNOŚLĄSKIE,KSENIA,KOBIETA,4
2,DOLNOŚLĄSKIE,SYLWIA,KOBIETA,4
2,DOLNOŚLĄSKIE,ZOE,KOBIETA,4
2,DOLNOŚLĄSKIE,AMANDA,KOBIETA,4
2,DOLNOŚLĄSKIE,HONORATA,KOBIETA,4
2,DOLNOŚLĄSKIE,VARVARA,KOBIETA,4
2,DOLNOŚLĄSKIE,NELIA,KOBIETA,4
2,DOLNOŚLĄSKIE,OLEKSANDRA,KOBIETA,4
2,DOLNOŚLĄSKIE,ELINA,KOBIETA,4
2,DOLNOŚLĄSKIE,MICHELLE,KOBIETA,4
2,DOLNOŚLĄSKIE,DALIA,KOBIETA,4
2,DOLNOŚLĄSKIE,REGINA,KOBIETA,4
2,DOLNOŚLĄSKIE,ADRIANA,KOBIETA,4
2,DOLNOŚLĄSKIE,SELENA,KOBIETA,4
2,DOLNOŚLĄSKIE,OLIMPIA,KOBIETA,4
2,DOLNOŚLĄSKIE,ANASTASIA,KOBIETA,4
2,DOLNOŚLĄSKIE,NICOL,KOBIETA,4
2,DOLNOŚLĄSKIE,MARCELA,KOBIETA,4
2,DOLNOŚLĄSKIE,DARYNA,KOBIETA,4
2,DOLNOŚLĄSKIE,ROMA,KOBIETA,4
2,DOLNOŚLĄSKIE,MELISA,KOBIETA,4
2,DOLNOŚLĄSKIE,CHLOE,KOBIETA,3
2,DOLNOŚLĄSKIE,SABINA,KOBIETA,3
2,DOLNOŚLĄSKIE,CHARLOTTE,KOBIETA,3
2,DOLNOŚLĄSKIE,VLADYSLAVA,KOBIETA,3
2,DOLNOŚLĄSKIE,MAGDA,KOBIETA,3
2,DOLNOŚLĄSKIE,ALICE,KOBIETA,3
2,DOLNOŚLĄSKIE,LIZA,KOBIETA,3
2,DOLNOŚLĄSKIE,TAMARA,KOBIETA,3
2,DOLNOŚLĄSKIE,LEILA,KOBIETA,3
2,DOLNOŚLĄSKIE,WALERIA,KOBIETA,3
2,DOLNOŚLĄSKIE,NIKA,KOBIETA,3
2,DOLNOŚLĄSKIE,OTYLIA,KOBIETA,3
2,DOLNOŚLĄSKIE,MARINA,KOBIETA,3
2,DOLNOŚLĄSKIE,ZORIANA,KOBIETA,3
2,DOLNOŚLĄSKIE,BIANCA,KOBIETA,3
2,DOLNOŚLĄSKIE,LAILA,KOBIETA,3
2,DOLNOŚLĄSKIE,NICOLA,KOBIETA,3
2,DOLNOŚLĄSKIE,PAMELA,KOBIETA,3
2,DOLNOŚLĄSKIE,OKTAWIA,KOBIETA,3
2,DOLNOŚLĄSKIE,ANABELLA,KOBIETA,3
2,DOLNOŚLĄSKIE,ILONA,KOBIETA,3
2,DOLNOŚLĄSKIE,AMELIIA,KOBIETA,3
2,DOLNOŚLĄSKIE,EMILI,KOBIETA,3
2,DOLNOŚLĄSKIE,HALSZKA,KOBIETA,3
2,DOLNOŚLĄSKIE,KATERYNA,KOBIETA,3
2,DOLNOŚLĄSKIE,STEFANIIA,KOBIETA,3
2,DOLNOŚLĄSKIE,DAYANA,KOBIETA,3
2,DOLNOŚLĄSKIE,KLEMENTYNA,KOBIETA,3
2,DOLNOŚLĄSKIE,CELIA,KOBIETA,3
2,DOLNOŚLĄSKIE,LILLY,KOBIETA,3
2,DOLNOŚLĄSKIE,ALICIA,KOBIETA,3
2,DOLNOŚLĄSKIE,MELISSA,KOBIETA,3
2,DOLNOŚLĄSKIE,FAUSTYNA,KOBIETA,3
2,DOLNOŚLĄSKIE,CLARA,KOBIETA,3
2,DOLNOŚLĄSKIE,MARCJANNA,KOBIETA,2
2,DOLNOŚLĄSKIE,TATIANA,KOBIETA,2
2,DOLNOŚLĄSKIE,ANNABELLE,KOBIETA,2
2,DOLNOŚLĄSKIE,MARIAM,KOBIETA,2
2,DOLNOŚLĄSKIE,LILLI,KOBIETA,2
2,DOLNOŚLĄSKIE,HALINA,KOBIETA,2
2,DOLNOŚLĄSKIE,LATOYA,KOBIETA,2
2,DOLNOŚLĄSKIE,LARYSA,KOBIETA,2
2,DOLNOŚLĄSKIE,FLORA,KOBIETA,2
2,DOLNOŚLĄSKIE,PIA,KOBIETA,2
2,DOLNOŚLĄSKIE,OLHA,KOBIETA,2
2,DOLNOŚLĄSKIE,LAYLA,KOBIETA,2
2,DOLNOŚLĄSKIE,WANESSA,KOBIETA,2
2,DOLNOŚLĄSKIE,TEONA,KOBIETA,2
2,DOLNOŚLĄSKIE,ELLIE,KOBIETA,2
2,DOLNOŚLĄSKIE,LEYLA,KOBIETA,2
2,DOLNOŚLĄSKIE,BOGDANA,KOBIETA,2
2,DOLNOŚLĄSKIE,CATALEYA,KOBIETA,2
2,DOLNOŚLĄSKIE,TAYA,KOBIETA,2
2,DOLNOŚLĄSKIE,ELIZABETH,KOBIETA,2
2,DOLNOŚLĄSKIE,MISHEL,KOBIETA,2
2,DOLNOŚLĄSKIE,LEOKADIA,KOBIETA,2
2,DOLNOŚLĄSKIE,ANHELINA,KOBIETA,2
2,DOLNOŚLĄSKIE,NELLA,KOBIETA,2
2,DOLNOŚLĄSKIE,GAIA,KOBIETA,2
2,DOLNOŚLĄSKIE,LIJA,KOBIETA,2
2,DOLNOŚLĄSKIE,NASTAZJA,KOBIETA,2
2,DOLNOŚLĄSKIE,AIA,KOBIETA,2
2,DOLNOŚLĄSKIE,OLESIA,KOBIETA,2
2,DOLNOŚLĄSKIE,LEONIA,KOBIETA,2
2,DOLNOŚLĄSKIE,FLAWIA,KOBIETA,2
2,DOLNOŚLĄSKIE,IRMINA,KOBIETA,2
2,DOLNOŚLĄSKIE,MILANIYA,KOBIETA,2
2,DOLNOŚLĄSKIE,NASTIA,KOBIETA,2
2,DOLNOŚLĄSKIE,ALENA,KOBIETA,2
2,DOLNOŚLĄSKIE,ESTER,KOBIETA,2
2,DOLNOŚLĄSKIE,ARIA,KOBIETA,2
2,DOLNOŚLĄSKIE,MIYA,KOBIETA,2
2,DOLNOŚLĄSKIE,IRENA,KOBIETA,2
2,DOLNOŚLĄSKIE,CHIARA,KOBIETA,2
2,DOLNOŚLĄSKIE,ABIGAIL,KOBIETA,2
2,DOLNOŚLĄSKIE,ANATOLIA,KOBIETA,2
2,DOLNOŚLĄSKIE,HELEN,KOBIETA,2
2,DOLNOŚLĄSKIE,OFELIA,KOBIETA,2
2,DOLNOŚLĄSKIE,SOLOMIA,KOBIETA,2
2,DOLNOŚLĄSKIE,GLORIA,KOBIETA,2
2,DOLNOŚLĄSKIE,DOBRAWA,KOBIETA,2
2,DOLNOŚLĄSKIE,KORA,KOBIETA,2
2,DOLNOŚLĄSKIE,ANETA,KOBIETA,2
2,DOLNOŚLĄSKIE,DANIELA,KOBIETA,2
2,DOLNOŚLĄSKIE,KATERINA,KOBIETA,2
2,DOLNOŚLĄSKIE,ALISIIA,KOBIETA,2
2,DOLNOŚLĄSKIE,MIROSLAVA,KOBIETA,2
2,DOLNOŚLĄSKIE,LETICIA,KOBIETA,2
2,DOLNOŚLĄSKIE,KLARYSA,KOBIETA,2
2,DOLNOŚLĄSKIE,MILANIA,KOBIETA,2
2,DOLNOŚLĄSKIE,ANIKA,KOBIETA,2
2,DOLNOŚLĄSKIE,RACHELA,KOBIETA,2
2,DOLNOŚLĄSKIE,OLENA,KOBIETA,2
2,DOLNOŚLĄSKIE,EUGENIA,KOBIETA,2
2,DOLNOŚLĄSKIE,AMY,KOBIETA,2
2,DOLNOŚLĄSKIE,LILLA,KOBIETA,2
2,DOLNOŚLĄSKIE,JULIANA,KOBIETA,2
2,DOLNOŚLĄSKIE,MIROSŁAWA,KOBIETA,2
2,DOLNOŚLĄSKIE,MARHARYTA,KOBIETA,2
2,DOLNOŚLĄSKIE,FLORENCJA,KOBIETA,2
2,DOLNOŚLĄSKIE,ARIADNA,KOBIETA,2
2,DOLNOŚLĄSKIE,SOFIYA,KOBIETA,2
2,DOLNOŚLĄSKIE,ATENA,KOBIETA,2
2,DOLNOŚLĄSKIE,JÓZEFINA,KOBIETA,2
2,DOLNOŚLĄSKIE,TINA,KOBIETA,2
2,DOLNOŚLĄSKIE,YARYNA,KOBIETA,2
2,DOLNOŚLĄSKIE,LIA,KOBIETA,2
2,DOLNOŚLĄSKIE,YELYZAVETA,KOBIETA,2
2,DOLNOŚLĄSKIE,EDA,KOBIETA,2
2,DOLNOŚLĄSKIE,INA,KOBIETA,2
2,DOLNOŚLĄSKIE,JASMINA,KOBIETA,2
2,DOLNOŚLĄSKIE,MELANIIA,KOBIETA,2
2,DOLNOŚLĄSKIE,ANGELIKA,KOBIETA,2
2,DOLNOŚLĄSKIE,LEIA,KOBIETA,2
2,DOLNOŚLĄSKIE,ZOSIA,KOBIETA,2
2,DOLNOŚLĄSKIE,VALENTINA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ZUZANNA,KOBIETA,305
4,KUJAWSKO-POMORSKIE,LAURA,KOBIETA,284
4,KUJAWSKO-POMORSKIE,ZOFIA,KOBIETA,283
4,KUJAWSKO-POMORSKIE,MAJA,KOBIETA,263
4,KUJAWSKO-POMORSKIE,ALICJA,KOBIETA,231
4,KUJAWSKO-POMORSKIE,POLA,KOBIETA,228
4,KUJAWSKO-POMORSKIE,LENA,KOBIETA,223
4,KUJAWSKO-POMORSKIE,OLIWIA,KOBIETA,221
4,KUJAWSKO-POMORSKIE,JULIA,KOBIETA,219
4,KUJAWSKO-POMORSKIE,MARIA,KOBIETA,192
4,KUJAWSKO-POMORSKIE,HANNA,KOBIETA,185
4,KUJAWSKO-POMORSKIE,AMELIA,KOBIETA,177
4,KUJAWSKO-POMORSKIE,IGA,KOBIETA,175
4,KUJAWSKO-POMORSKIE,WIKTORIA,KOBIETA,170
4,KUJAWSKO-POMORSKIE,ANTONINA,KOBIETA,168
4,KUJAWSKO-POMORSKIE,MARCELINA,KOBIETA,156
4,KUJAWSKO-POMORSKIE,KLARA,KOBIETA,144
4,KUJAWSKO-POMORSKIE,HELENA,KOBIETA,136
4,KUJAWSKO-POMORSKIE,EMILIA,KOBIETA,133
4,KUJAWSKO-POMORSKIE,BLANKA,KOBIETA,132
4,KUJAWSKO-POMORSKIE,LILIANA,KOBIETA,128
4,KUJAWSKO-POMORSKIE,GABRIELA,KOBIETA,127
4,KUJAWSKO-POMORSKIE,LILIANNA,KOBIETA,122
4,KUJAWSKO-POMORSKIE,NADIA,KOBIETA,121
4,KUJAWSKO-POMORSKIE,ŁUCJA,KOBIETA,118
4,KUJAWSKO-POMORSKIE,KORNELIA,KOBIETA,117
4,KUJAWSKO-POMORSKIE,MICHALINA,KOBIETA,99
4,KUJAWSKO-POMORSKIE,ANASTAZJA,KOBIETA,96
4,KUJAWSKO-POMORSKIE,NELA,KOBIETA,95
4,KUJAWSKO-POMORSKIE,AGATA,KOBIETA,87
4,KUJAWSKO-POMORSKIE,ANNA,KOBIETA,75
4,KUJAWSKO-POMORSKIE,MIA,KOBIETA,73
4,KUJAWSKO-POMORSKIE,ALEKSANDRA,KOBIETA,72
4,KUJAWSKO-POMORSKIE,JAGODA,KOBIETA,69
4,KUJAWSKO-POMORSKIE,LIWIA,KOBIETA,63
4,KUJAWSKO-POMORSKIE,ROZALIA,KOBIETA,61
4,KUJAWSKO-POMORSKIE,NIKOLA,KOBIETA,53
4,KUJAWSKO-POMORSKIE,MATYLDA,KOBIETA,52
4,KUJAWSKO-POMORSKIE,WERONIKA,KOBIETA,51
4,KUJAWSKO-POMORSKIE,NINA,KOBIETA,51
4,KUJAWSKO-POMORSKIE,RÓŻA,KOBIETA,50
4,KUJAWSKO-POMORSKIE,MARTYNA,KOBIETA,49
4,KUJAWSKO-POMORSKIE,SARA,KOBIETA,49
4,KUJAWSKO-POMORSKIE,ADRIANNA,KOBIETA,44
4,KUJAWSKO-POMORSKIE,BARBARA,KOBIETA,43
4,KUJAWSKO-POMORSKIE,KAJA,KOBIETA,42
4,KUJAWSKO-POMORSKIE,NATALIA,KOBIETA,41
4,KUJAWSKO-POMORSKIE,ANIELA,KOBIETA,40
4,KUJAWSKO-POMORSKIE,ELIZA,KOBIETA,38
4,KUJAWSKO-POMORSKIE,GAJA,KOBIETA,34
4,KUJAWSKO-POMORSKIE,MELANIA,KOBIETA,33
4,KUJAWSKO-POMORSKIE,KAROLINA,KOBIETA,33
4,KUJAWSKO-POMORSKIE,MARIANNA,KOBIETA,33
4,KUJAWSKO-POMORSKIE,MILENA,KOBIETA,31
4,KUJAWSKO-POMORSKIE,IZABELA,KOBIETA,30
4,KUJAWSKO-POMORSKIE,WANDA,KOBIETA,30
4,KUJAWSKO-POMORSKIE,AURELIA,KOBIETA,28
4,KUJAWSKO-POMORSKIE,KALINA,KOBIETA,28
4,KUJAWSKO-POMORSKIE,NEL,KOBIETA,28
4,KUJAWSKO-POMORSKIE,OLGA,KOBIETA,27
4,KUJAWSKO-POMORSKIE,MAGDALENA,KOBIETA,27
4,KUJAWSKO-POMORSKIE,JOANNA,KOBIETA,26
4,KUJAWSKO-POMORSKIE,KINGA,KOBIETA,26
4,KUJAWSKO-POMORSKIE,URSZULA,KOBIETA,25
4,KUJAWSKO-POMORSKIE,DOMINIKA,KOBIETA,24
4,KUJAWSKO-POMORSKIE,LIDIA,KOBIETA,23
4,KUJAWSKO-POMORSKIE,MARTA,KOBIETA,21
4,KUJAWSKO-POMORSKIE,APOLONIA,KOBIETA,19
4,KUJAWSKO-POMORSKIE,LUIZA,KOBIETA,19
4,KUJAWSKO-POMORSKIE,EWA,KOBIETA,17
4,KUJAWSKO-POMORSKIE,KLAUDIA,KOBIETA,17
4,KUJAWSKO-POMORSKIE,BIANKA,KOBIETA,17
4,KUJAWSKO-POMORSKIE,MALWINA,KOBIETA,15
4,KUJAWSKO-POMORSKIE,JAGNA,KOBIETA,15
4,KUJAWSKO-POMORSKIE,JAŚMINA,KOBIETA,15
4,KUJAWSKO-POMORSKIE,MAŁGORZATA,KOBIETA,15
4,KUJAWSKO-POMORSKIE,KATARZYNA,KOBIETA,15
4,KUJAWSKO-POMORSKIE,PATRYCJA,KOBIETA,13
4,KUJAWSKO-POMORSKIE,STEFANIA,KOBIETA,13
4,KUJAWSKO-POMORSKIE,PAULINA,KOBIETA,13
4,KUJAWSKO-POMORSKIE,ZOJA,KOBIETA,13
4,KUJAWSKO-POMORSKIE,OLIVIA,KOBIETA,13
4,KUJAWSKO-POMORSKIE,ADA,KOBIETA,13
4,KUJAWSKO-POMORSKIE,DOROTA,KOBIETA,13
4,KUJAWSKO-POMORSKIE,FELICJA,KOBIETA,12
4,KUJAWSKO-POMORSKIE,CELINA,KOBIETA,12
4,KUJAWSKO-POMORSKIE,SOFIA,KOBIETA,12
4,KUJAWSKO-POMORSKIE,DIANA,KOBIETA,12
4,KUJAWSKO-POMORSKIE,JADWIGA,KOBIETA,11
4,KUJAWSKO-POMORSKIE,IDA,KOBIETA,11
4,KUJAWSKO-POMORSKIE,LEA,KOBIETA,11
4,KUJAWSKO-POMORSKIE,MARIKA,KOBIETA,11
4,KUJAWSKO-POMORSKIE,LILIA,KOBIETA,10
4,KUJAWSKO-POMORSKIE,ROKSANA,KOBIETA,10
4,KUJAWSKO-POMORSKIE,LARA,KOBIETA,10
4,KUJAWSKO-POMORSKIE,INGA,KOBIETA,9
4,KUJAWSKO-POMORSKIE,ADELA,KOBIETA,9
4,KUJAWSKO-POMORSKIE,VANESSA,KOBIETA,9
4,KUJAWSKO-POMORSKIE,JANINA,KOBIETA,8
